x,y
5.713532298642332,-0.1292025251433941
-3.218583492582441,4.908493444473333
-5.908983995832726,-2.9392234054001967
-1.393278832435338,6.840748197173365
-5.875949514785451,2.8354960352520844
6.879555818951834,1.4426549013589134
-1.9545564478833075,-6.152391294883396
-5.464455502621746,-3.692348398151244
-6.381383921066063,0.1177622998399679
1.921345924719572,-6.110688677330755
6.059449839557404,-0.6234937213476418
1.3475739813295988,-5.882195048560195
-6.101744883624835,2.449767512870427
-3.0894086821361286,-5.52435553591423
-0.40938679482498297,6.319522814890209
-6.843734992957989,-1.4998781912015295
2.0911571447087094,5.174577123982424
-6.738012675971578,0.7303024887342628
-6.994276527582531,0.0886634865161042
-5.275037998630397,3.900424531121852
3.111874254425252,5.263594002758169
-1.289052824967994,-5.471629575990263
-4.499231728343169,4.484211158434778
-5.385419139031758,-4.276416805166297
2.457876822699867,4.897486333939632
-2.715392238435848,5.158302061611093
5.72793134293026,-3.618635839243513
-5.356276856238692,4.195304193582495
-5.111956525996024,-3.394171120038234
-6.103185360432367,-2.81666601445657
2.152239433367839,-6.550111166342894
5.941673824317808,3.221526694498877
-2.923831889988965,5.801659024097495
5.093952495689108,-4.270908868352636
-1.1278857476834163,-6.183477150937402
5.673859367464016,3.8407338564020925
5.056976993208757,4.356400782352125
6.075902123995818,-2.6800732800473983
-5.353380210452368,-3.725902360431336
6.994503290641151,-0.6401662494297312
5.242789823414088,3.473551842823611
-6.421915647517179,0.4439169647248107
3.626249718428807,5.566366367332219
4.98188179237443,-4.212726487103239
6.220131495837659,1.6702377061730413
4.368149885233177,-5.012589088521798
-4.106518596956241,-5.122179471161394
-4.887661555543667,-4.432098492040996
4.835108399318182,-3.585250481871261
4.238466185265636,5.197906950486892
-4.802148152506161,-4.265538870195655
-5.110255869408019,3.693153678788913
-6.846594303248881,1.5593226993685352
-0.9576404787968393,6.347589369324632
2.268713009961552,6.173867258327916
-6.896545199859201,1.1444458319692414
-0.12249117658518882,-6.353842106263385
-6.666993198031385,2.162791494635574
-4.800005703487313,-4.636634568853612
-3.2686134371408047,-5.397510976541019
6.582845347321523,2.5807982260683073
-6.196558231649931,-1.5946116812836209
-1.3969578278292858,-6.671314059296041
-3.793836371754948,-5.50150917244901
-3.080556943899948,5.432549219323563
-6.143093284013491,-3.23891461622325
-4.706240228302061,4.524589574828135
5.011661629854449,-4.363991822005041
3.190332854930263,-6.079255848809983
4.621255577636739,-4.708892482329623
-3.513515099350479,5.558364867499719
-0.27976866160918024,-6.332304918712391
-6.522204523173719,1.7208882194849642
-5.918193894762512,-3.518659102324709
-5.698734262947133,-2.6845369680373414
6.417071661330366,-2.4589252355811793
-2.730248450122047,5.035129656728096
3.275816912384784,5.923485642630509
-4.084120150247656,5.156540306161499
0.7224213309995167,6.230720496150339
-1.7909376672322588,5.772591605973795
5.14811776856037,3.582498525091799
5.247271421045229,4.406085527663249
-3.528258319692415,-5.123547281355067
2.887208754178556,-5.540199042621746
3.3768393593452664,-5.248386401053705
-6.422630043513437,1.2590204764971036
5.748386401053705,-3.3276632494875322
-2.1287042718644935,-6.299596041189334
-5.129379899462957,4.017594967840134
6.435728362624582,-2.193235642630509
3.1798994629574744,-5.390499723365135
5.992813550671129,3.1593898240503218
-4.475459389824051,-4.671386562826284
0.8282583196924151,-6.666993198031385
-3.3276632494875322,5.748386401053705
-5.877839359345266,-2.879555818951834
-0.6550111166342893,-6.230720496150339
-5.263594002758169,-3.111874254425252
2.4589252355811793,6.417071661330366
-4.636634568853612,-4.800005703487313
-5.110688677330755,1.921345924719572
-4.195304193582495,-5.356276856238692
6.666993198031385,-0.8282583196924151
5.122179471161394,-4.106518596956241
-6.332304918712391,-0.27976866160918024
-3.618635839243513,-5.72793134293026
3.518659102324709,-5.918193894762512
-4.432098492040996,-4.887661555543667
3.1593898240503218,5.992813550671129
-4.671386562826284,-4.475459389824051
4.897486333939632,-2.457876822699867
-1.5946116812836209,-6.196558231649931
-3.394171120038234,-5.111956525996024
2.8354960352520844,5.875949514785451
-4.276416805166297,-5.385419139031758
3.8407338564020925,5.673859367464016
-5.540199042621746,2.887208754178556
-6.299596041189334,-2.1287042718644935
6.319522814890209,0.40938679482498297
-3.585250481871261,-4.835108399318182
1.1444458319692414,6.896545199859201
4.484211158434778,4.499231728343169
5.923485642630509,-3.275816912384784
2.5807982260683073,6.582845347321523
-6.671314059296041,-1.3969578278292858
-3.23891461622325,-6.143093284013491
-2.81666601445657,-6.103185360432367
-4.212726487103239,-4.98188179237443
4.356400782352125,5.056976993208757
-3.725902360431336,-5.353380210452368
-6.183477150937402,-1.1278857476834163
-4.270908868352636,5.093952495689108
5.566366367332219,3.626249718428807
-5.012589088521798,4.368149885233177
-5.123547281355067,-3.528258319692415
5.197906950486892,4.238466185265636
-1.4998781912015295,-6.843734992957989
0.7303024887342628,-6.738012675971578
-2.9392234054001967,-5.908983995832726
-2.6800732800473983,6.075902123995818
-3.692348398151244,-5.464455502621746
3.221526694498877,5.941673824317808
-2.193235642630509,-6.435728362624582
5.174577123982424,2.0911571447087094
5.772591605973795,-1.7909376672322588
1.7208882194849642,-6.522204523173719
4.524589574828135,-4.706240228302061
-0.6401662494297312,6.994503290641151
-4.708892482329623,4.621255577636739
-3.473551842823611,-5.242789823414088
-3.900424531121852,-5.275037998630397
-4.363991822005041,5.011661629854449
-5.50150917244901,-3.793836371754948
-2.449767512870427,-6.101744883624835
3.992813550671129,5.992813550671129
-5.882195048560195,-1.3475739813295988
-5.471629575990263,-1.289052824967994
-2.162791494635574,-6.666993198031385
-5.432549219323563,-3.080556943899948
4.908493444473333,-3.218583492582441
-0.1292025251433941,5.713532298642332
-6.152391294883396,-1.9545564478833075
1.6702377061730413,6.220131495837659
-5.397510976541019,-3.2686134371408047
-6.550111166342894,2.152239433367839
-5.52435553591423,-3.0894086821361286
-3.1798994629574744,-5.390499723365135
5.801659024097495,-2.923831889988965
-5.035129656728096,-2.730248450122047
6.840748197173365,-1.393278832435338
-6.353842106263385,-0.12249117658518882
5.158302061611093,-2.715392238435848
-0.6234937213476418,6.059449839557404
1.4426549013589134,6.879555818951834
-6.230720496150339,0.7224213309995167
0.1177622998399679,-6.381383921066063
-2.4589252355811793,-6.417071661330366
-4.017594967840134,-5.129379899462957
1.2590204764971036,-6.422630043513437
0.0886634865161042,-6.994276527582531
5.263594002758169,3.111874254425252
-2.879555818951834,-5.877839359345266
5.156540306161499,-4.084120150247656
6.230720496150339,0.7224213309995167
-4.406085527663249,-5.247271421045229
5.558364867499719,-3.513515099350479
6.173867258327916,2.268713009961552
1.5593226993685352,-6.846594303248881
-0.8282583196924151,6.666993198031385
-6.079255848809983,3.190332854930263
-3.582498525091799,-5.14811776856037
-3.693153678788913,-5.110255869408019
